factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
alpha360_CLOSE56,alpha360,"Qlib Alpha360 expression: Ref($close, 56)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_56,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,56,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.949976282299367,0.8891470109488229,0.9392368522697241,0.8891470109488229,0.9804156469336774,0.9973766928722255,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,2e89265f61e9bec55479
alpha360_CLOSE57,alpha360,"Qlib Alpha360 expression: Ref($close, 57)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_57,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,57,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9499043009603033,0.8889379935559801,0.9391948686265515,0.8889379935559801,0.9803683847497947,0.9973711903926707,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,0a69c31621660d21e772
alpha360_CLOSE58,alpha360,"Qlib Alpha360 expression: Ref($close, 58)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_58,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,58,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9498273501982498,0.8887173640857572,0.9391409527900562,0.8887173640857572,0.9803259172802189,0.9973684391528933,0.0,e88b0b2e8560b3953d66,5747fe37574b3e22e149,cc4777fa6fc9a5f9feea,6cd93057366b847f2ac8
alpha360_CLOSE59,alpha360,"Qlib Alpha360 expression: Ref($close, 59)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_59,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,59,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9497594347507232,0.88852064183367,0.9390972014145395,0.88852064183367,0.9802868746065766,0.9973636244832828,0.0,e88b0b2e8560b3953d66,5747fe37574b3e22e149,cc4777fa6fc9a5f9feea,43823a0576d9f1221e30
alpha360_CLOSE6,alpha360,"Qlib Alpha360 expression: Ref($close, 6)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_6,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,6,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9597422525942647,0.9110911049438077,0.9505132168928039,0.9110911049438077,0.9849356926067561,0.9977969447482272,0.0,1e4d503306f15d3a7192,51eebe34ff4681e7a9d7,41bdbca241aab511b201,1020f2d34ce4536fe8b7
alpha360_CLOSE7,alpha360,"Qlib Alpha360 expression: Ref($close, 7)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_7,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,7,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.959205554911371,0.9098868642131486,0.9499311910185055,0.9098868642131486,0.9846726682790606,0.9977281637537916,0.0,b7629c155c3211cfaec5,802716de7f5d647f7782,8b786d0b186bfa60c553,9e6e3e2a25a93cf9ffb6
alpha360_CLOSE8,alpha360,"Qlib Alpha360 expression: Ref($close, 8)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_8,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,8,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9587090643781219,0.908778935418407,0.9493951261851541,0.908778935418407,0.9844212882575392,0.9976628218090777,0.0,b7629c155c3211cfaec5,d7b9777e0f6ceefffbc1,ecb03b3cc52cd1a6372e,5b852bcedbadc5eea352
alpha360_CLOSE9,alpha360,"Qlib Alpha360 expression: Ref($close, 9)/$close Alpha360 batch V4 passed.",PriceTrend,historical_close_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_9,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_CLOSE,9,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9582413362627831,0.9077686846863339,0.9488749709428996,0.9077686846863339,0.9841719631135779,0.9976036701538631,0.0,b7629c155c3211cfaec5,c398c20da83e349dc94a,02852084f330f943e1ef,e05fe7adae4fa67e9f70
alpha360_HIGH10,alpha360,"Qlib Alpha360 expression: Ref($high, 10)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_10,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,10,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9578067376340427,0.9068588442704303,0.948369399492484,0.9068588442704303,0.9839459265819646,0.9975486453583146,0.0,b7629c155c3211cfaec5,c398c20da83e349dc94a,68deb3342485271a8235,f8e32e45d2e42b253b99
alpha360_HIGH11,alpha360,"Qlib Alpha360 expression: Ref($high, 11)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_11,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,11,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9574786051281433,0.9061511906136164,0.9479482372614998,0.9061511906136164,0.983823318887544,0.9975410794489267,0.0,dc7dc4ccc1bcc1a729c0,fbebd930c9eb3e21e9e7,348acb083a97f38304b9,9e215464f5adef45f703
alpha360_HIGH12,alpha360,"Qlib Alpha360 expression: Ref($high, 12)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_12,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,12,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.957176373857221,0.9054886191395723,0.9475712683391182,0.9054886191395723,0.9837055059074306,0.9975328257295945,0.0,dc7dc4ccc1bcc1a729c0,fbebd930c9eb3e21e9e7,3feeac74d6a6e78183e9,f81f8c01f99e2bcf6ea2
alpha360_HIGH13,alpha360,"Qlib Alpha360 expression: Ref($high, 13)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_13,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,13,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9568682696318561,0.9048308291091556,0.9471735285616935,0.9048308291091556,0.9835897478048771,0.9975231963903735,0.0,dc7dc4ccc1bcc1a729c0,99abecbf5573d836c0b3,18f6eae7c23d7f5b60a1,27b46a52df377305dd47
alpha360_HIGH14,alpha360,"Qlib Alpha360 expression: Ref($high, 14)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_14,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,14,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.956566791303811,0.9041901156631214,0.9467828597136451,0.9041901156631214,0.983475359620697,0.9975142548610968,0.0,dc7dc4ccc1bcc1a729c0,99abecbf5573d836c0b3,4cf5546667e57cd70fa6,ebb5d681d08c28adf5f2
alpha360_HIGH15,alpha360,"Qlib Alpha360 expression: Ref($high, 15)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_15,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,15,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9562800706561596,0.903573992498598,0.9464173810515002,0.903573992498598,0.9833657661508239,0.9975039377119315,0.0,dc7dc4ccc1bcc1a729c0,34f23fccb4dbd1fe28cb,0d8192eab90b072b7d78,ea8e938315114ae2fb75
alpha360_HIGH16,alpha360,"Qlib Alpha360 expression: Ref($high, 16)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_16,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,16,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9560153359405236,0.9030015853900941,0.9460806280399472,0.9030015853900941,0.9832657621095647,0.9974956839925991,0.0,dc7dc4ccc1bcc1a729c0,34f23fccb4dbd1fe28cb,9c7302c0e5ffb148680a,e9872021511d1ad38ee7
alpha360_HIGH17,alpha360,"Qlib Alpha360 expression: Ref($high, 17)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_17,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,17,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9557513541677647,0.9024414734223456,0.9457350363666737,0.9024414734223456,0.9831698678234257,0.9974881180832113,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,a0c465ad0e1243f6d8bf,dc4742514c889238a8c8
alpha360_HIGH18,alpha360,"Qlib Alpha360 expression: Ref($high, 18)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_18,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,18,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9555004736010698,0.9018957057854785,0.9454155187454757,0.9018957057854785,0.9830787682515937,0.9974805521738234,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,d3a6be10cb3e2b92a146,a61c39df1c3aa23482ed
alpha360_HIGH19,alpha360,"Qlib Alpha360 expression: Ref($high, 19)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_19,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,19,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9552556165773928,0.9013704300498705,0.945099536588966,0.9013704300498705,0.9829883536389484,0.9974736740743798,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,4775896fe00baa361f93,36978b099b13f35c9f78
alpha360_HIGH20,alpha360,"Qlib Alpha360 expression: Ref($high, 20)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_20,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,20,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9550175360396108,0.9008594986451438,0.9448003478897253,0.9008594986451438,0.9828890345568759,0.9974661081649918,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,26c07d46d38336844056,a746d7ea32f94efe24d1
alpha360_HIGH21,alpha360,"Qlib Alpha360 expression: Ref($high, 21)/$close Alpha360 batch V4 passed.",PriceTrend,historical_high_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_21,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_HIGH,21,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9547936108279209,0.90038886797956,0.944507788186775,0.90038886797956,0.9828040996177243,0.9974578544456596,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,be7d867052c4348015f9,487d1e21ff9853417ad0
