factor,source,economic_family,research_usable,block_reason,authoritative_semantics,primary_family,economic_subfamily,mechanism,intended_role,data_horizon,definition,active,review_status,numeric_verification
alpha360_HIGH16,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 16)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH17,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 17)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH18,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 18)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH19,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 19)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH2,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 2)/$close Alpha360 batch V4 passed.",False,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH20,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 20)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH21,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 21)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH22,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 22)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH23,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 23)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH24,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 24)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH25,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 25)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH26,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 26)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH27,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 27)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH28,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 28)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH29,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 29)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH3,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 3)/$close Alpha360 batch V4 passed.",False,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH30,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 30)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH31,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 31)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH32,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 32)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH33,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 33)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH34,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 34)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH35,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 35)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH36,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 36)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH37,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 37)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH38,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 38)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH39,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 39)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH4,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 4)/$close Alpha360 batch V4 passed.",False,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH40,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 40)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH41,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 41)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH42,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 42)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH43,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 43)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH44,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 44)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH45,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 45)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH46,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 46)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH47,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 47)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH48,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 48)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH49,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 49)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH5,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 5)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH50,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 50)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH51,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 51)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH52,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 52)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH53,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 53)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH54,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 54)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH55,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 55)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH56,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 56)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH57,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 57)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH58,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 58)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH59,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($high, 59)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH6,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 6)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH7,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 7)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH8,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 8)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_HIGH9,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_range_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($high, 9)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
