source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha360,alpha360_008,alpha360_OPEN12,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN12,"Qlib Alpha360 expression: Ref($open, 12)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN12,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN13,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN13,"Qlib Alpha360 expression: Ref($open, 13)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN13,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN14,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN14,"Qlib Alpha360 expression: Ref($open, 14)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN14,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN15,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN15,"Qlib Alpha360 expression: Ref($open, 15)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN15,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN16,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN16,"Qlib Alpha360 expression: Ref($open, 16)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN16,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN17,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN17,"Qlib Alpha360 expression: Ref($open, 17)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN17,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN18,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN18,"Qlib Alpha360 expression: Ref($open, 18)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN18,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN19,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN19,"Qlib Alpha360 expression: Ref($open, 19)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN19,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN2,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN2,"Qlib Alpha360 expression: Ref($open, 2)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN2,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN20,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN20,"Qlib Alpha360 expression: Ref($open, 20)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN20,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN21,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN21,"Qlib Alpha360 expression: Ref($open, 21)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN21,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN22,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN22,"Qlib Alpha360 expression: Ref($open, 22)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN22,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN23,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN23,"Qlib Alpha360 expression: Ref($open, 23)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN23,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN24,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN24,"Qlib Alpha360 expression: Ref($open, 24)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN24,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN25,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN25,"Qlib Alpha360 expression: Ref($open, 25)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN25,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN26,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN26,"Qlib Alpha360 expression: Ref($open, 26)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN26,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_008,alpha360_OPEN27,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN27,"Qlib Alpha360 expression: Ref($open, 27)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN27,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN28,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN28,"Qlib Alpha360 expression: Ref($open, 28)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN28,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN29,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN29,"Qlib Alpha360 expression: Ref($open, 29)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN29,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN3,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN3,"Qlib Alpha360 expression: Ref($open, 3)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN3,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN30,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN30,"Qlib Alpha360 expression: Ref($open, 30)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN30,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN31,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN31,"Qlib Alpha360 expression: Ref($open, 31)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN31,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN32,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN32,"Qlib Alpha360 expression: Ref($open, 32)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN32,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN33,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN33,"Qlib Alpha360 expression: Ref($open, 33)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN33,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN34,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN34,"Qlib Alpha360 expression: Ref($open, 34)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN34,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN35,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN35,"Qlib Alpha360 expression: Ref($open, 35)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN35,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN36,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN36,"Qlib Alpha360 expression: Ref($open, 36)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN36,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN37,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN37,"Qlib Alpha360 expression: Ref($open, 37)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN37,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN38,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN38,"Qlib Alpha360 expression: Ref($open, 38)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN38,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN39,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN39,"Qlib Alpha360 expression: Ref($open, 39)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN39,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN4,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN4,"Qlib Alpha360 expression: Ref($open, 4)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN4,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN40,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN40,"Qlib Alpha360 expression: Ref($open, 40)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN40,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN41,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN41,"Qlib Alpha360 expression: Ref($open, 41)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN41,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN42,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN42,"Qlib Alpha360 expression: Ref($open, 42)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN42,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN43,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN43,"Qlib Alpha360 expression: Ref($open, 43)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN43,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN44,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN44,"Qlib Alpha360 expression: Ref($open, 44)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN44,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN45,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN45,"Qlib Alpha360 expression: Ref($open, 45)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN45,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN46,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN46,"Qlib Alpha360 expression: Ref($open, 46)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN46,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN47,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN47,"Qlib Alpha360 expression: Ref($open, 47)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN47,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN48,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN48,"Qlib Alpha360 expression: Ref($open, 48)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN48,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_009,alpha360_OPEN49,alpha360_open_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_OPEN49,"Qlib Alpha360 expression: Ref($open, 49)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_OPEN49,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
