factor,proposal_role_0_7,proposed_representative_0_7,representation_sign_0_7,reason_0_7,all_views_comparable_peers_0_7,unknown_pair_count_0_7,proposal_role_0_85,proposed_representative_0_85,representation_sign_0_85,reason_0_85,all_views_comparable_peers_0_85,unknown_pair_count_0_85,proposal_role_0_95,proposed_representative_0_95,representation_sign_0_95,reason_0_95,all_views_comparable_peers_0_95,unknown_pair_count_0_95,proposal_role_0_995,proposed_representative_0_995,representation_sign_0_995,reason_0_995,all_views_comparable_peers_0_995,unknown_pair_count_0_995,mechanism,horizon,formula_units,replacement_hold_reason,canonical_representation_proposal,registration_status,user_decision,replacement_authority
alpha360_CLOSE57,retain_semantic_or_horizon_variant,alpha360_CLOSE57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_close_to_current_close_ratio,lag_57,ratio,,,,pending,none_proposal_only
alpha360_CLOSE58,retain_semantic_or_horizon_variant,alpha360_CLOSE58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_close_to_current_close_ratio,lag_58,ratio,,,,pending,none_proposal_only
alpha360_CLOSE59,retain_semantic_or_horizon_variant,alpha360_CLOSE59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_close_to_current_close_ratio,lag_59,ratio,,,,pending,none_proposal_only
alpha360_CLOSE6,retain_semantic_or_horizon_variant,alpha360_CLOSE6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_CLOSE6,1.0,Singleton is not evidence of independence,480,13,historical_close_to_current_close_ratio,lag_6,ratio,,,,pending,none_proposal_only
alpha360_CLOSE7,retain_semantic_or_horizon_variant,alpha360_CLOSE7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_CLOSE7,1.0,Singleton is not evidence of independence,480,13,historical_close_to_current_close_ratio,lag_7,ratio,,,,pending,none_proposal_only
alpha360_CLOSE8,retain_semantic_or_horizon_variant,alpha360_CLOSE8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_CLOSE8,1.0,Singleton is not evidence of independence,480,13,historical_close_to_current_close_ratio,lag_8,ratio,,,,pending,none_proposal_only
alpha360_CLOSE9,retain_semantic_or_horizon_variant,alpha360_CLOSE9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_CLOSE9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_CLOSE9,1.0,Singleton is not evidence of independence,480,13,historical_close_to_current_close_ratio,lag_9,ratio,,,,pending,none_proposal_only
alpha360_HIGH10,retain_semantic_or_horizon_variant,alpha360_HIGH10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH10,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_10,ratio,,,,pending,none_proposal_only
alpha360_HIGH11,retain_semantic_or_horizon_variant,alpha360_HIGH11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH11,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_11,ratio,,,,pending,none_proposal_only
alpha360_HIGH12,retain_semantic_or_horizon_variant,alpha360_HIGH12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH12,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_12,ratio,,,,pending,none_proposal_only
alpha360_HIGH13,retain_semantic_or_horizon_variant,alpha360_HIGH13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH13,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_13,ratio,,,,pending,none_proposal_only
alpha360_HIGH14,retain_semantic_or_horizon_variant,alpha360_HIGH14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH14,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_14,ratio,,,,pending,none_proposal_only
alpha360_HIGH15,retain_semantic_or_horizon_variant,alpha360_HIGH15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH15,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_15,ratio,,,,pending,none_proposal_only
alpha360_HIGH16,retain_semantic_or_horizon_variant,alpha360_HIGH16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH16,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_16,ratio,,,,pending,none_proposal_only
alpha360_HIGH17,retain_semantic_or_horizon_variant,alpha360_HIGH17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH17,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_17,ratio,,,,pending,none_proposal_only
alpha360_HIGH18,retain_semantic_or_horizon_variant,alpha360_HIGH18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH18,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_18,ratio,,,,pending,none_proposal_only
alpha360_HIGH19,retain_semantic_or_horizon_variant,alpha360_HIGH19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH19,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_19,ratio,,,,pending,none_proposal_only
alpha360_HIGH20,retain_semantic_or_horizon_variant,alpha360_HIGH20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH20,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_20,ratio,,,,pending,none_proposal_only
alpha360_HIGH21,retain_semantic_or_horizon_variant,alpha360_HIGH21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH21,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_21,ratio,,,,pending,none_proposal_only
alpha360_HIGH22,retain_semantic_or_horizon_variant,alpha360_HIGH22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH22,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_22,ratio,,,,pending,none_proposal_only
alpha360_HIGH23,retain_semantic_or_horizon_variant,alpha360_HIGH23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH23,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_23,ratio,,,,pending,none_proposal_only
alpha360_HIGH24,retain_semantic_or_horizon_variant,alpha360_HIGH24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH24,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_24,ratio,,,,pending,none_proposal_only
alpha360_HIGH25,retain_semantic_or_horizon_variant,alpha360_HIGH25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH25,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_25,ratio,,,,pending,none_proposal_only
alpha360_HIGH26,retain_semantic_or_horizon_variant,alpha360_HIGH26,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH26,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH26,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH26,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_26,ratio,,,,pending,none_proposal_only
alpha360_HIGH27,retain_semantic_or_horizon_variant,alpha360_HIGH27,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH27,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH27,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH27,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_27,ratio,,,,pending,none_proposal_only
alpha360_HIGH28,retain_semantic_or_horizon_variant,alpha360_HIGH28,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH28,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH28,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH28,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_28,ratio,,,,pending,none_proposal_only
alpha360_HIGH29,retain_semantic_or_horizon_variant,alpha360_HIGH29,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH29,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH29,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH29,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_29,ratio,,,,pending,none_proposal_only
alpha360_HIGH30,retain_semantic_or_horizon_variant,alpha360_HIGH30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH30,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_30,ratio,,,,pending,none_proposal_only
alpha360_HIGH31,retain_semantic_or_horizon_variant,alpha360_HIGH31,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH31,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_HIGH31,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_HIGH31,1.0,Singleton is not evidence of independence,480,13,historical_high_to_current_close_ratio,lag_31,ratio,,,,pending,none_proposal_only
