factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
alpha360_OPEN59,24e2aa7750fae5fff39e58f37723342229e81f2db5340b3ce727a070578ee0e6,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.061149045565888696,3361,0.9285714285714286,0.9999999999999999,0.0099360854155374,0.004746441502126025,0.7857142857142857,0.04083229037846275,0.004971447137555358,0.0012528455151405,0.0090427193914192,0.9300972477536936,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN6,88871a768c2af0dbc9a29f66ef4a1a501f8c25ddfb98f03b86ed91c65c430c20,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03459209082339261,3361,1.0,0.3,0.006888597406427332,0.003700345968351519,0.7857142857142857,0.028715777222063314,0.003448594931117771,0.0012528455151405,0.0090427193914192,0.939619707786943,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN7,0da0ebbd17e216cc05256595f8e59226071bdbf5080f850a4e67e0060967e07e,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03710898553505732,3361,1.0,0.3,0.007396242440980364,0.0038950737683775805,0.7857142857142857,0.03017144473493294,0.0036996669899818,0.0012528455151405,0.0090427193914192,0.9391056601314519,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN8,6741e30be75bc7b8ac76a179d5dd0589fe0031aec8692ce07c1aa9150be3f99d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.039985555924106374,3361,1.0,0.3,0.00803691556276602,0.004134754167831188,0.7857142857142857,0.03197571801827291,0.004025378488732054,0.0012528455151405,0.0090427193914192,0.9386269229428622,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_OPEN9,e3e0ef01f3e32282713ef04969da33c167ffcf5123790cbba3249e609fad42b5,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.042595052091592346,3361,1.0,0.7,0.008463441333385531,0.004345798193880401,0.7857142857142857,0.03358462631519528,0.0042362188326166665,0.0012528455151405,0.0090427193914192,0.9381801621856725,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME22,6059d411528c2ef9ca8c8effd88a6e879992c91d37decf9cadcae2feea1f83b5,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.028967979897592012,3361,0.9285714285714286,0.09999999999999999,0.005263387883252399,-0.0031502714944932203,0.42857142857142855,0.0002548031924501347,0.0026347680497469665,0.0012528455151405,0.0090427193914192,0.934684122868301,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME23,5153f525a5b647961b6ed21a31180bc101499426c851b6da7861e34e928723c0,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.029988177106738678,3361,0.9285714285714286,0.3,0.005344873756918533,-0.003319505390956592,0.42857142857142855,0.0009064940892020907,0.002677780094502767,0.0012528455151405,0.0090427193914192,0.9344725631610293,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME24,d23979c2be173f4e1cf5b1a049750c73e71b359a4bd7d9ae75ddfdd87a29bf71,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03077382393293587,3361,0.9285714285714286,0.09999999999999999,0.005560573654944327,-0.0034926194107250197,0.42857142857142855,0.0011036534539370924,0.002783188815514828,0.0012528455151405,0.0090427193914192,0.9342723694838762,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME25,94da340d84f08cd938a88f3e049fc41ce04c9afb233eab4fac6d9c262585cf50,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03158715375176481,3361,0.9285714285714286,0.3,0.0055474600926922754,-0.0034968912148972443,0.42857142857142855,0.0012004278811841792,0.002778975963129558,0.0012528455151405,0.0090427193914192,0.934078389236521,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME26,d7e27994bfa5435afed0df367c1763ee591ac0e3eaf2d70a1e928334015bb0d8,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03232442536778923,3361,0.9285714285714286,0.3,0.005809435995678741,-0.003572608426309665,0.42857142857142855,0.0011209250932991154,0.002910418143232201,0.0012528455151405,0.0090427193914192,0.933896835848762,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME27,3e0e27610deecf5bb101d3c830e1a3f373a36999ddcbaf0bd977cc3d7f1cc5f8,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.032837693334999404,3361,0.9285714285714286,0.3,0.00581115603855839,-0.0035140689472474224,0.42857142857142855,0.0015093098783030387,0.002910377954937878,0.0012528455151405,0.0090427193914192,0.9337119484255018,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME28,5bbf47404ffba9e9cb0de98490c3300bc0416a580defc565d8ae0514c16a200b,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03362172603788054,3361,0.9285714285714286,0.3,0.005995875298471063,-0.003419772314449372,0.42857142857142855,0.0019281362009569666,0.003003405526567445,0.0012528455151405,0.0090427193914192,0.9335390332206328,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME29,7827c765e35f4df131788daef06d7d14c3c27ddbf34aa9d124f2952e707cdc01,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03424292730763402,3361,0.9285714285714286,0.3,0.00610148910932396,-0.0033178839029029063,0.42857142857142855,0.0023779685507345225,0.0030521401393945173,0.0012528455151405,0.0090427193914192,0.9333697551454019,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME30,40b6437b5b28db1118cb326c8850ba2a192913261488f8feef5db67977c5e4f4,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03498920759836181,3361,0.9285714285714286,0.3,0.006355177261045807,-0.003150001702701511,0.42857142857142855,0.0028317321307707016,0.0031787586045008086,0.0012528455151405,0.0090427193914192,0.9332027502761945,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME31,22f5266f93b98418c7fdd298cf0d64d141e94e103818de7ebe7a4bf98eec58c1,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.035567274307084465,3361,1.0,0.39999999999999997,0.006251092100564267,-0.002985121862926942,0.42857142857142855,0.0031641008931600043,0.003128657798702134,0.0012528455151405,0.0090427193914192,0.9330405949131712,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME32,2957138efba357ee395447ace16fb135bb313aac0dcc075a78f35e82cebecae4,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03619612027041945,3361,1.0,0.3,0.00637085125620138,-0.002860077813940554,0.42857142857142855,0.0037111837045273916,0.0031950910972851046,0.0012528455151405,0.0090427193914192,0.9328823797739221,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME33,0b0de909aa50cdefd2ff514b5bbd6ecb9d57909fb48157c567727cd57bef1c27,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03691868914142551,3361,1.0,0.39999999999999997,0.0065505471663944515,-0.0028468843907497945,0.5,0.004017568080778485,0.0032773055288521594,0.0012528455151405,0.0090427193914192,0.9327347729294503,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME34,c777ed61a018f7d802c133ab56e175cdffc05436d251aec3cd9f37c23e831efc,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03734232577731424,3361,1.0,0.3,0.006592353029039148,-0.0028112244707976007,0.5714285714285714,0.004330724342456042,0.0033087917691762034,0.0012528455151405,0.0090427193914192,0.9325938341559813,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME35,0c6e1010da2630db748517ee2cc06dd945e86066a8ace7888be26553cd40027f,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.037542014039586985,3361,1.0,0.3,0.006535500128693119,-0.002824188376770169,0.5,0.0044444239616110714,0.003278266137306388,0.0012528455151405,0.0090427193914192,0.9324469850468508,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME36,a415bae34381f996befc21a8cdabe011d1769671993a120e6d8d37f9601c337a,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03791703126746632,3361,1.0,0.3,0.006639897708428309,-0.0027495841070274813,0.5714285714285714,0.004984299560493074,0.0033251797430031665,0.0012528455151405,0.0090427193914192,0.9323077132911325,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME37,5e94f5d538c51b80f8a069b70ef75adda05e8b49200303219faca688809c6282,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.038674688182204736,3361,1.0,0.39999999999999997,0.006746509393161621,-0.00253001226503045,0.5714285714285714,0.005739953350014743,0.0033794690885253988,0.0012528455151405,0.0090427193914192,0.9321696539119603,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME38,32df7a89e0e349b8dd74cdcf756806ddc54d96564672238b5057b78eb58f083a,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03931265424745043,3361,1.0,0.39999999999999997,0.006868723007001995,-0.0025121084542125685,0.5714285714285714,0.0062783170804013464,0.003444959076083785,0.0012528455151405,0.0090427193914192,0.9320353832094941,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME39,08dfcff15d0aac963b6af03f72b5a3a13f794e36a44610ee767435ac9937a1a3,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.03986892013491148,3361,1.0,0.39999999999999997,0.00692030530177265,-0.0026419957100444536,0.5,0.0065544359826527196,0.0034648197353911855,0.0012528455151405,0.0090427193914192,0.9319089929545767,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME40,6c16170bf0834f7733d01168a9a77be64e4ad6d74689d43f9386c6cdaecedbed,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.04029073283323712,3361,1.0,0.3,0.006899926525812706,-0.002602818463128828,0.5,0.006964761636246793,0.0034541959031344875,0.0012528455151405,0.0090427193914192,0.9317882099411846,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VOLUME41,60fe5e37baebd7da47d1fc9b135fdfe31674b085a7124ada73c12392fef9b6d1,alpha360,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,1/3,1,3,fail,fail,pass,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,0.04027734884622014,3361,1.0,0.3,0.006883728831453064,-0.002540926484358184,0.5,0.006972311342190106,0.0034482572193000544,0.0012528455151405,0.0090427193914192,0.9316766712989554,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
