factor,source,canonical_factor_id,economic_family,economic_subfamily,agreement,pass_count,analysis_direction,qlib_ic__mean,annual_direction_agreement,worst_directional_era_mean,fdr_by_q_value,ic_sample_coverage,quantile_dates,alphalens_quantile_monotonicity_raw,alphalens_q1__mean,alphalens_q2__mean,alphalens_q3__mean,alphalens_q4__mean,alphalens_q5__mean,era_A_mean_raw,era_B_mean_raw,era_C_mean_raw,era_D_mean_raw,alphalens_reasons,jqfactor_reasons,qlib_reasons,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,review_recommendation,structural_group_hint,existing_flags,opposite_annual_periods,review_notes,reviewer,user_decision,scope,basis_rule_id
alpha158_VSUMN10,alpha158,2e9954200901978eb556a9bb8abbf06c30bd9f0115c4ca4bfc918015aad35c42,Liquidity,VolumeAmount,0/3,0,1.0,0.012925726293786204,0.8571428571428571,0.008270600707706641,0.0090427193914192,0.949726684862418,3361,0.0,0.0034792070078177094,0.00861481011334661,0.008553155805008096,0.007849470153065584,0.006085262015021115,0.010666748455235972,0.015387162861054338,0.018651353222446935,0.008270600707706641,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMN,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMN20,alpha158,a88561a5b587bec3dd681fb7e9b4d5ab4aa7673512217301342bc1146f8def8b,Liquidity,VolumeAmount,2/3,2,1.0,0.026687196573053993,0.9285714285714286,0.02390171622604762,0.0090427193914192,0.9501279814991339,3361,0.09999999999999999,0.002329112848227025,0.008218264383582327,0.008394784865478608,0.008037771900083045,0.007592492944041548,0.024779581775234528,0.033455846265685,0.025711418496039248,0.02390171622604762,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMN,none_of_four_existing_flags,2014,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMN30,alpha158,b83163453d0027d2ec51445c0662f5c0ed3129fe5227f44c78e5e4af265d5be9,Liquidity,VolumeAmount,3/3,3,1.0,0.035460759704273336,1.0,0.02693913606044798,0.0090427193914192,0.9502863481854512,3361,0.8999999999999998,0.0015180321164694189,0.00790745262322504,0.008207842021321573,0.008479696695726738,0.0084394755517972,0.035555526418583144,0.04117435377995624,0.02693913606044798,0.038187923594388114,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_VSUMN,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMN5,alpha158,421afe5e0ccda3fb04cb2105412011fad625acb3c3d9f6ff902f0c446ca198f3,Liquidity,VolumeAmount,0/3,0,1.0,0.006857015475397605,0.8571428571428571,0.004668780100279551,0.0174283059360687,0.9489798609101008,3360,0.09999999999999999,0.004479333223306847,0.007897480383939845,0.008451809571072524,0.007607662451353223,0.006006643879604943,0.006802805708088287,0.005264271877352158,0.010659008271291624,0.004668780100279551,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMN,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMN60,alpha158,6b975d40c93107b239398ddc0b27fcea103ab8aaca182f157aadcc3abdb5924f,Liquidity,VolumeAmount,2/3,2,1.0,0.0455628189582387,1.0,0.042799154913562794,0.0090427193914192,0.9505286719475768,3361,0.7,0.0007478575709730798,0.007894723598729442,0.008811133235796345,0.008481528199830403,0.008674084131767054,0.04689956683874743,0.04662343283996182,0.042799154913562794,0.04506191976524319,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMN,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMP10,alpha158,3604eeeefa4ede2fd69db4a59737dcde8dae854810e1561a1d2342d99bf3fa81,Liquidity,VolumeAmount,0/3,0,-1.0,-0.012925726806858552,0.8571428571428571,0.008270592141732565,0.0090427193914192,0.949726684862418,3361,0.0,0.0060841263055182535,0.007851283350749446,0.008552993895108059,0.008611798487822927,0.0034807274402240337,-0.0106667496808428,-0.015387153177990692,-0.018651371575690072,-0.008270592141732565,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMP,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMP20,alpha158,ed7193322c129b9fb567d9cb0172e7025d59656632f3b1f246936499f617614f,Liquidity,VolumeAmount,2/3,2,-1.0,-0.026687191078699525,0.9285714285714286,0.023901714565142118,0.0090427193914192,0.9501279814991339,3361,-0.09999999999999999,0.007593517935345531,0.008035855974017429,0.008393888039150888,0.008215348636883767,0.0023306467085652334,-0.02477957561272801,-0.03345583536886537,-0.025711415803458627,-0.023901714565142118,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMP,none_of_four_existing_flags,2014,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMP30,alpha158,cda8b57a922503e5fbdd8721c494fc8bf9fc9e3ad3e5fc8dc1ab71b36d1e4f7a,Liquidity,VolumeAmount,3/3,3,-1.0,-0.0354607346931484,1.0,0.026939097998221872,0.0090427193914192,0.9502863481854512,3361,-0.8999999999999998,0.008438774654751438,0.008477544815095854,0.008208585020877523,0.007911526305157169,0.0015117343670050423,-0.03555549622802774,-0.0411743149712965,-0.026939097998221872,-0.038187935135897556,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_VSUMP,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMP5,alpha158,f23d9ca569093679d02ca5d294ce49a15ebedfee1aaaaa6e456c8e9525797755,Liquidity,VolumeAmount,0/3,0,-1.0,-0.00685701350954267,0.8571428571428571,0.004668780980070514,0.0174283059360687,0.9489798609101008,3360,-0.09999999999999999,0.006008765916946233,0.007606905526026188,0.008452606542497763,0.00789350040770818,0.004480015935476938,-0.0068028046294291485,-0.005264262872349473,-0.010659009161882657,-0.004668780980070514,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VSUMP,none_of_four_existing_flags,2014;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VSUMP60,alpha158,2ebd6bb5c4c5b9b5fe97728059e28389e1fb615c5c5910db2cc2d5d863d7819d,Liquidity,VolumeAmount,2/3,2,-1.0,-0.0455628186242732,1.0,0.042799161998335084,0.0090427193914192,0.9505286719475768,3361,-0.7,0.00867148020442154,0.008485944968630558,0.008804548278569085,0.00790061232506403,0.0007420416141680475,-0.046899571222218626,-0.046623442783341476,-0.042799161998335084,-0.04506189313298134,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_VSUMP,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_VWAP0,alpha158,2f1a187221f40722ffa4a3b740934d3300c2e454c61330d21b5a802eaf0a12e1,Liquidity,VolumeAmount,0/3,0,1.0,0.014686836581228284,0.9285714285714286,0.006095565883912317,0.0090427193914192,0.9473208751540098,3360,0.3,0.0018788250316099837,0.008262157379240362,0.008815243479633089,0.008640106435949606,0.0067086860926572215,0.019820319387639288,0.018585957729907353,0.010696474174959343,0.006095565883912317,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_VWAP,none_of_four_existing_flags,2020,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_WVMA10,alpha158,bb39fd73dd3187fa27adbfe08fd8c826288a5c9ae2ef0e81ad8c8477f5c2b075,Liquidity,VolumeAmount,0/3,0,-1.0,-0.00848395187795663,0.6428571428571429,-0.006393404185342877,0.179251542441428,0.949149896720673,3361,-0.6,0.00708820366574541,0.007914708416274412,0.007932826133661605,0.007021173228482693,0.004636087355922197,-0.017262800864458326,-0.02132181739215723,0.006393404185342877,0.0042781082793843335,absolute_mean_rank_ic_002;annual_ic_agreement_070;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070,absolute_mean_rank_ic_002;annual_ic_agreement_070,True,False,False,True,当前20D候选研究不优先推进,alpha158_WVMA,direction_instability;by_sensitivity_not_significant,2018;2019;2020;2021;2022,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_WVMA20,alpha158,51f78d98520488036a026b3f075fb65535546dea9a5cd20f647c4af6a5472720,Liquidity,VolumeAmount,0/3,0,-1.0,-0.013563269872599683,0.7857142857142857,-0.005240214464637475,0.0256560875756547,0.9498200378564576,3361,-0.7,0.00754634373472814,0.008483816094422909,0.008002462576581328,0.006901361992986337,0.0036373660972771416,-0.02283088386495383,-0.03022310863238267,0.005240214464637475,-7.216236713719295e-05,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,True,False,False,False,当前20D候选研究不优先推进,alpha158_WVMA,direction_instability,2018;2020;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_WVMA30,alpha158,869feecfe9ef2e4b9a7964eb2e9900aedc06c8b5ac59cef4fa2e7d7a2e6c00ea,Liquidity,VolumeAmount,0/3,0,-1.0,-0.016670786580276487,0.8571428571428571,0.0006617601202509365,0.0090427193914192,0.9500706967073369,3361,-0.8999999999999998,0.008119680954483203,0.008576629928153782,0.008094101586671475,0.006746921122846028,0.002994526383393853,-0.024415714405669985,-0.034091858808443565,-0.0006617601202509365,-0.0020739955733443407,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_WVMA,none_of_four_existing_flags,2018;2021,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_WVMA5,alpha158,d9edef09ea5efca10466e60a41f069bf0a6eb8ee8adf7b8675a8d7eb8be72626,Liquidity,VolumeAmount,0/3,0,-1.0,-0.0029763913100155654,0.5,-0.007716866023758831,1.0,0.9477521781102384,3361,-0.3,0.0066171638418660896,0.007487341922098445,0.007495696528931331,0.007296912420376396,0.005690919946994368,-0.012222981029421138,-0.004170613251678038,0.007716866023758831,0.0028299460028632867,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;annual_ic_agreement_070;primary_BH_q_005,True,True,False,True,当前20D候选研究不优先推进,alpha158_WVMA,direction_instability;regime_concentrated;by_sensitivity_not_significant,2016;2017;2018;2019;2020;2021;2022,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_WVMA60,alpha158,ce2faa0717cf05bee8582d52cb20943b2f88c5f31afc43c8e4abc53dbdb68a3a,Liquidity,VolumeAmount,0/3,0,-1.0,-0.01701049257697918,0.7857142857142857,-0.003996394414496769,0.0090427193914192,0.9504378952536974,3361,-0.9999999999999999,0.008999201959473383,0.008532816610935126,0.007812067615149718,0.006170038801772848,0.00308325337894791,-0.022865447345360383,-0.03171857514940413,-0.013009923719839705,0.003996394414496769,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,True,False,False,False,当前20D候选研究不优先推进,alpha158_WVMA,direction_instability,2018;2021;2023,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_CLOSE1,alpha360,be7ab1525a0296b4c73aca4a6c013f06d0d5284685de94eaee70f41faa32cc08,PriceTrend,price_path_pattern,0/3,0,1.0,0.00868036476402124,0.8571428571428571,0.005394945426154352,0.0090427193914192,0.9439672900807897,3361,0.09999999999999999,0.002768632577554454,0.008954240554769705,0.009434834932317754,0.008943653669929314,0.0045072714062709815,0.012116007677586142,0.0066630353213995375,0.005394945426154352,0.008363536538467395,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha360_CLOSE,none_of_four_existing_flags,2017;2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_CLOSE10,alpha360,218839b7a54180a58028c203ffc90cdd4bf7ac7c8466c87264aefff723356fe8,PriceTrend,price_path_pattern,2/3,2,1.0,0.041740150431890374,1.0,0.035888836261019796,0.0090427193914192,0.9377682572541793,3361,0.7,-0.0004350994328940666,0.007865502285379085,0.009663968944303564,0.009789203980262225,0.007918182269925883,0.035888836261019796,0.059450985534789516,0.03637710232784866,0.038809996928316555,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha360_CLOSE,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_CLOSE11,alpha360,1ea3668866cf1b4786c0d39f8e12befeb57c7cc5d796458d0026c262abfc8f67,PriceTrend,price_path_pattern,2/3,2,1.0,0.044619972951830324,1.0,0.038080047900058055,0.0090427193914192,0.937478196165556,3361,0.7,-0.0006300088492248538,0.0076106305264028815,0.009623249547837378,0.009876924480607646,0.008300452412364245,0.03825179680587732,0.06424449972854838,0.038080047900058055,0.04179593021721002,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha360_CLOSE,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
